,Tweet,text,date,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,Denial,Official report,Joking
1039,more than 34 000 visitors were trapped inside disneyland shanghai  china  on halloween night after a case of coronavirus was discovered  the disneyland area was immediately closed  and all visitors must be tested for coronavirus before leaving the areas  ,"More than 34,000 visitors were trapped inside Disneyland Shanghai, China, on Halloween night after a case of Covid-19 was discovered. The Disneyland area was immediately closed, and all visitors must be tested for Covid-19 before leaving the areas. https://t.co/pMAoJ6vpmO",Wed Nov 03 07:21:06 +0000 2021,0,0,0,0,1,0,0,0,1,0
1040,retweet  china s coronavirus cases spike ahead of communist party conclave ,RT @MartinSoong: China's COVID-19 cases spike ahead of Communist Party conclave https://t.co/XzGkcWVYVR,Wed Nov 03 07:39:52 +0000 2021,0,0,0,0,0,0,0,1,1,0
1041,retweet  more than 34 000 visitors were trapped inside disneyland shanghai  china  on halloween night after a case of coronavirus was…,"RT @haluandotco: More than 34,000 visitors were trapped inside Disneyland Shanghai, China, on Halloween night after a case of Covid-19 was…",Wed Nov 03 08:04:38 +0000 2021,0,0,0,0,0,0,0,0,1,0
1042,retweet  china is struggling to contain a delta outbreak  with more provinces fighting coronavirus than at any time since the virus first em…,"RT @business: China is struggling to contain a delta outbreak, with more provinces fighting Covid than at any time since the virus first em…",Wed Nov 03 11:41:41 +0000 2021,0,0,0,0,1,0,1,0,0,0
1043,xi    who leads the planet s largest emitter of the greenhouse gases responsible for climate change    has not travelled outside of china since the beginning of the coronavirus pandemic and has not joined world leaders for cop26   jakpost ,Xi -- who leads the planet's largest emitter of the greenhouse gases responsible for climate change -- has not travelled outside of China since the beginning of the Covid-19 pandemic and has not joined world leaders for COP26. #jakpost https://t.co/Hez76uSA2y,Wed Nov 03 14:12:35 +0000 2021,0,0,0,0,0,0,0,0,1,0
1044,"retweet  3 5  china sets another record in latest wave of coronavirus outbreaks

","RT @SCMPNews: 3/5: China sets another record in latest wave of Covid-19 outbreaks

https://t.co/M0eDQjIgNj",Wed Nov 03 23:18:57 +0000 2021,0,0,0,0,0,0,0,0,1,0
1045, nowadays ifc childcare alot of china people  no shower because now coronavirus  so no teethbrushing or shower provided ,@blownjob Nowadays IFC/childcare alot of china people. No shower because now Covid. So no teethbrushing or shower provided.,1339798205240811520,0,0,0,0,0,1,0,0,0,1
1046,"retweet  china does not trust its own vaccines 

","RT @DrTonyLeachon: China doesn’t trust its own vaccines!

https://t.co/VrnNVxUsW1",1339799449413931012,0,0,0,0,0,0,1,1,0,0
1047,foreign investment pours into china despite trade war  pandemic ,"Foreign Investment Pours Into China Despite Trade War, Pandemic https://t.co/OEXwevcuKt",1339814286403620864,0,0,0,0,0,0,0,1,1,0
1048,"retweet   china has granted emergency use status to two candidate vaccines from sinopharm and one from sinovac 

 awaninews  awani745…","RT @501Awani: ""China has granted emergency-use status to two candidate vaccines from Sinopharm and one from Sinovac""

#AWANInews #AWANI745…",1339833580956966914,0,0,0,0,0,0,0,0,1,0
1049,retweet   brazil s butantan institute on wednesday announced that the coronavac vaccine developed by china s  sinovac achieved the…,RT @ChinaScience: #Brazil's Butantan Institute on Wednesday announced that the CoronaVac vaccine developed by China's #Sinovac achieved the…,1342345914485153792,0,0,0,0,0,0,0,0,1,0
1050," coz china becoming complacent   gemampang  
coz china used to do pressuring other countries or intervening infiltrating 
what is xi talking about to jkw when xi put a hotline to him in q2 2020   when wuhan relatively had been controlled  implying china knew how to tame virus ","@septian Coz china becoming complacent? (gemampang) 
Coz china used to do pressuring other countries or intervening/infiltrating?
What is xi talking about to JKW when xi put a hotline to him in Q2 2020? (when wuhan relatively had been controlled--implying china knew how to tame virus)",1342349246876561409,0,0,0,0,0,0,1,1,0,0
1051,retweet  one year ago this week  8 doctors in wuhan  china began an online discussion about patients arriving in their emergenc…,"RT @davegreenidge57: One year ago this week, 8 doctors in Wuhan, China began an online discussion about patients arriving in their emergenc…",1342349833093476352,0,0,0,0,0,0,0,0,1,0
1052,retweet  2020 in summary  coronavirus  china  george floyd  defi  nft  trump lost election  vaccine is out  btc ath  new coronavirus…,"RT @manwithavision0: 2020 in Summary: Covid-19, China, George Floyd, DeFi, NFT, Trump lost election, Vaccine is out, BTC ATH, New Covid-19…",1342368154853339136,1,0,0,0,0,0,0,0,0,0
1053,retweet   china will not fully recover from  coronavirus until it develops safe and effective vaccines  but  despite months of head st…,"RT @GordonGChang: #China will not fully recover from #COVID19 until it develops safe and effective vaccines, but, despite months of head st…",1344869572478844930,1,0,0,0,0,0,0,0,0,0
1054,fuck middle finger china ,Fuck 🖕 China https://t.co/EbJ6d4SlXT,1344879826943975425,0,0,0,0,0,0,1,0,0,1
1055,retweet  a vaccine developed by china s sinovac biotech was 78  effective in a late stage brazilian trial with no severe  coronavirus1…,RT @andreasharsono: A vaccine developed by China's Sinovac Biotech was 78% effective in a late-stage Brazilian trial with no severe #COVID1…,1347402104747429889,0,0,0,0,0,0,0,0,1,0
1056,retweet  turkey’s president recep tayyip erdogan receives china s sinovac  coronavirus  vaccine at a hospital in ankara as the country…,RT @CGTNOfficial: Turkey’s President Recep Tayyip Erdogan receives China's Sinovac #COVID19 #vaccine at a hospital in Ankara as the country…,1349936654824345600,0,0,0,0,0,0,0,0,1,0
1057,"retweet  who tasks in china 
archaeology of  coronavirus origin 
long term business negotiations with chinese communist party 
carnival hold by ccp 
repo…","RT @DrLiMengYAN1: WHO tasks in China:
Archaeology of #COVID19 origin,
Long-term business negotiations with CCP, 
Carnival hold by CCP,
Repo…",1349939943989157893,0,0,0,0,0,0,1,1,0,0
1058,china reports most daily coronavirus cases in over 10 months microbe ,China reports most daily Covid-19 cases in over 10 months 🦠🇨🇳 https://t.co/kuH3wCAXvn,1349943880049782785,0,0,0,0,0,0,0,0,1,0
1059,retweet  a team of experts from the who has finally arrived in wuhan  china to search for the origins of the coronavirus that has caused…,"RT @dwnews: A team of experts from the WHO has finally arrived in Wuhan, China to search for the origins of the coronavirus that has caused…",1349944087617576963,1,0,0,0,0,0,0,1,0,0
1060,retweet  will the who unravel the mystery of the origin of the virus    long read on china s lack of transparency  risky lab exper…,"RT @TheSeeker268: Will the WHO unravel the mystery of the origin of the virus? | Long-read on China's lack of transparency, risky lab exper…",1349950201767763968,0,0,0,0,0,0,0,1,0,0
1061,retweet  china s vaccine support to other countries is becoming action  the presidents of indonesia  turkey  seychelles and the jorda…,"RT @li_xiaosi: China's vaccine support to other countries is becoming action. The Presidents of Indonesia, Turkey, Seychelles and the Jorda…",1351030206107181059,0,0,0,0,0,0,1,1,0,0
1062,i doubt there will be any  in indonesia particularly  the president’s takin the chinese vaccine first was needed to convince his people of the safety  the willingness rate of getting the inoculation is low  china wont need to convince its people  whats mandatory is mandatory  ,"I doubt there will be any. In Indonesia particularly, the president’s takin the Chinese vaccine first was needed to convince his people of the safety. The willingness rate of getting the inoculation is low. China wont need to convince its people. Whats mandatory is mandatory. https://t.co/6httDLf5Wb",1351031244247748610,0,0,0,0,0,0,1,1,0,0
1063,19  or 95   us expert challenges pfizer vaccine’s efficacy  triggers debates in china   global times ,"19% or 95%? US expert challenges Pfizer vaccine’s efficacy, triggers debates in China - Global Times https://t.co/lxCgRUwUdV",1351031748101091334,0,0,0,0,0,0,0,0,1,0
1064,retweet  brazilian health regulator anvisa on sunday approved emergency use of coronavirus vaccines from china s sinovac biotech lt…,RT @Reuters_Health: Brazilian health regulator Anvisa on Sunday approved emergency use of COVID-19 vaccines from China's Sinovac Biotech Lt…,1351032326134894592,0,0,0,0,0,0,0,0,1,0
1065,retweet  wait  so the china made sinovac vaccine  is not being rolled out in  erm  china  they are waiting to see how it goes in othe…,"RT @MickSTaylor: Wait, so the China-made Sinovac vaccine, isn't being rolled out in, erm, China? They're waiting to see how it goes in othe…",1351037404363317250,0,0,0,0,0,0,0,0,0,0
1066,retweet  ice cream from china contaminated with coronavirus  officials ,RT @zerohedge: Ice Cream From China Contaminated With COVID: Officials https://t.co/IBqZWWVjnH,1351051955611856898,0,0,0,0,0,0,1,0,0,0
1067,china reports 109 new coronavirus cases as infections persist in northeast  jakpost ,China reports 109 new COVID-19 cases as infections persist in northeast #jakpost https://t.co/3zhvFTMEs0,1351053451321618432,0,0,0,0,0,0,0,0,1,0
1068,"retweet  coronavirus latest  29m people under lockdown as china cases persist 
get the latest free to read coronavirus updates here …","RT @NikkeiAsia: Coronavirus latest: 29m people under lockdown as China cases persist.
Get the latest free-to-read coronavirus updates here:…",1351055053789028362,1,0,0,0,0,0,0,0,1,0
1069,"retweet  china pushes  vaccine diplomacy  in southeast asia
","RT @NikkeiAsia: China pushes 'vaccine diplomacy' in Southeast Asia
https://t.co/S0NxYwQLkN",1351058039357534213,1,0,0,0,0,0,0,1,0,0
1070,"retweet  china s economy grew 2 3  in 2020  as it showed recovery in the fourth quarter  

it is china s slowest economic expansion in m…","RT @dwnews: China's economy grew 2.3% in 2020, as it showed recovery in the fourth quarter. 

It is China's slowest economic expansion in m…",1351065885478416386,0,0,0,0,0,0,0,0,1,0
1071,retweet  china’s economy grew by 2 3  last year as its pandemic recovery accelerated  that is well ahead of the u s  and other major economie…,RT @AP: China’s economy grew by 2.3% last year as its pandemic recovery accelerated. That's well ahead of the U.S. and other major economie…,1351066949418156032,0,0,0,0,0,0,0,0,1,0
1072, i wonder why  most items on amazon come from china and amazon has been the available throughout lockdowns when other shops have been shut  not to mention all ppe came from there and most masks too,@MailOnline I wonder why? Most items on Amazon come from China and Amazon has been the available throughout lockdowns when other shops have been shut. Not to mention all PPE came from there and most masks too,1351071688113401858,0,0,0,0,0,0,1,1,0,0
1073,retweet  china’s economy is growing faster now than before the coronavirus pandemic ,RT @washingtonpost: China’s economy is growing faster now than before the coronavirus pandemic https://t.co/HNkKnUBQDp,1351072596784263170,1,0,0,0,0,0,0,0,0,0
1074,china s sinovac steps up defense of vaccine after confusing data ,China's Sinovac Steps Up Defense of Vaccine After Confusing Data https://t.co/7mohvMOccg,1351076370785382402,0,0,0,0,0,0,0,1,1,0
1075,china reports 109 new coronavirus cases as infections persist in northeast  ,China reports 109 new COVID-19 cases as infections persist in northeast https://t.co/ry1jcQiSPT https://t.co/TNuipyIQOy,1351077631672901640,0,0,0,0,0,0,0,0,1,0
1076,coronavirus  superspreader  in northeast china linked to 102 infections  ,Covid-19 'superspreader' in northeast China linked to 102 infections https://t.co/3SQwP2cSTQ https://t.co/d3dWrrAuoz,1351077891338096641,0,0,0,0,0,0,0,0,1,0
1077,china s economic recovery picks up speed after coronavirus shock –business live  ,China's economic recovery picks up speed after Covid-19 shock –business live https://t.co/1VKVR6dPPE https://t.co/IXx3FTiWPL,1351079171963944966,0,0,0,0,0,0,0,0,1,0
1078,retweet  an elderly man was pinned to the ground by officers after refusing to take a coronavirus test in northern china’s hebei provi…,RT @SCMPNews: An elderly man was pinned to the ground by officers after refusing to take a coronavirus test in northern China’s Hebei provi…,1351084902113017870,0,0,0,0,0,0,0,0,1,0
1079,retweet   china says economy grew by 2 3  despite pandemic  ,RT @anadoluagency: #China says economy grew by 2.3% despite pandemic https://t.co/5x328IVaWP https://t.co/uh9YyJ91Tf,1351086862497181702,0,0,0,0,0,0,0,0,1,0
1080,retweet  china did it for two reasons   1  mostly  to circumvent blame and accusation for originating the virus and allowing its…,"RT @denisrancourt: China did it for two reasons: (1) Mostly, to circumvent blame and accusation for originating the virus and allowing its…",1351092931529158668,0,0,0,0,0,0,1,1,0,0
1081,china s economy grow faster in a midst of the pandemic    ,China's Economy Grow Faster in a Midst of the Pandemic - https://t.co/CaFpPv7U9H https://t.co/l81Ryu9cnc,1351100301047115779,1,0,0,0,0,0,0,0,0,0
1082,retweet  nearly three million people were put under lockdown in china monday after a surge in coronavirus cases linked to a travelling sale…,RT @AFP: Nearly three million people were put under lockdown in China Monday after a surge in coronavirus cases linked to a travelling sale…,1351106558705491968,0,0,0,0,0,0,0,0,1,0
1083,"china prepares for a new wave of coronavirus infections 
 tvri  tvriworld
 inspiringindonesia
 coronavirus
 coronavirus ","China prepares for a new wave of Covid-19 infections.
#TVRI #TVRIWorld
#InspiringIndonesia
#COVID19
#COVID https://t.co/TW0ZheJOOu",1351107730942124034,0,0,0,0,0,0,0,0,1,0
1084,"the chinese national health commission  nhc  stated that positive cases of coronavirus in northern china had continued to increase in recent days  more than 1 000 people are currently being treated for coronavirus 
 tvri  tvriworld
 inspiringindonesia
 coronavirus
","The Chinese National Health Commission (NHC) stated that positive cases of Covid-19 in northern China had continued to increase in recent days. More than 1,000 people are currently being treated for Covid-19.
#TVRI #TVRIWorld
#InspiringIndonesia
#COVID19
@TVRINasional",1351108029031309315,0,0,0,0,0,0,0,0,1,0
1085,retweet  private message hun sen reveals that  china donates 1 million doses of  coronaviruskh vaccines to  cambodia while indicating that a polit…,RT @saophalniseiy: PM Hun Sen reveals that #China donates 1 million doses of #Covid19KH vaccines to #Cambodia while indicating that a polit…,1351111321086009352,0,0,0,0,0,0,1,1,1,0
1086,retweet  new china swine fever strains point to unlicensed vaccines  ,RT @Reuters: New China swine fever strains point to unlicensed vaccines https://t.co/DhzfoDTUmt https://t.co/RBrjz1O6lb,1352475791129362435,1,0,0,0,1,0,0,0,0,0
1087,"retweet  countries rolling out coronavirus vaccinations to their citizens  australia not on this list 

united states
china
united kingdom…","RT @TheKouk: Countries rolling out COVID-19 vaccinations to their citizens (Australia not on this list)

United States
China
United Kingdom…",1353901440897413120,0,0,0,0,0,0,0,0,1,0
1088,retweet  china is building a coronavirus quarantine center with more than 4 000 rooms in a northern city at a speed that is rarely seen in o…,"RT @ABC: China is building a coronavirus quarantine center with more than 4,000 rooms in a northern city at a speed that's rarely seen in o…",1353910020451176448,1,0,0,0,0,0,1,1,0,0
1089,wuhan doctor  china authorities stopped me sounding alarm on coronavirus  ,Wuhan doctor: China authorities stopped me sounding alarm on Covid https://t.co/xAutGrIGL6 https://t.co/a1cCak8xFO,1353922246046216193,0,0,0,0,1,0,1,0,0,0
1090,asean to jumpstart pandemic era talks on south china sea codex  ,ASEAN to jumpstart pandemic-era talks on South China Sea codex https://t.co/XNx1TKiYgz https://t.co/9TpcJJ4f81,1353926405852020736,0,0,0,0,0,0,0,0,1,0
1091,retweet  china s peak lunar new year air travel season fizzles as coronavirus cases rise  ,RT @ReutersBiz: China's peak Lunar New Year air travel season fizzles as COVID cases rise https://t.co/Hf3dfNMzdG https://t.co/MmUU5TCyDM,1353936125899857920,0,0,0,0,0,0,0,0,1,0
1092,china wanted to show off its vaccines  it is backfiring  ,China Wanted to Show Off Its Vaccines. It’s Backfiring. https://t.co/qnEmdJb0sh,1353940537401692161,0,0,0,0,0,0,1,1,0,0
1093,    china is not an island  implement lockdown  and works  thus lockdown doesnt work statement are not completely true ,"@CHackney15 @l_sak_l @funkyj @MartinKulldorff China is not an island, implement lockdown, and works. Thus lockdown doesnt work statement are not completely true.",1353942062127714304,0,0,0,0,0,0,1,1,0,0
1094,xi jinping touts coronavirus cooperation as china persists with vaccine disinformation push  ,Xi Jinping touts coronavirus cooperation as China persists with vaccine disinformation push https://t.co/DKAWWjJwsN https://t.co/EVBPVHCcaD,1353944777331339264,0,0,0,0,0,0,1,1,0,0
1095,retweet  coronavirus has had no discernible effect on the presence of the china coast guard in the south china sea  ais data from the past…,RT @AsiaMTI: Covid-19 has had no discernible effect on the presence of the China Coast Guard in the South China Sea. AIS data from the past…,1353954927576371200,0,0,0,0,0,0,0,1,1,0
1096,retweet  some impending development to reinvigorate asean prc negotiations on the proposed code of conduct in south china sea   off…,"RT @CollinSLKoh: Some impending development to reinvigorate ASEAN-PRC negotiations on the proposed Code of Conduct in South China Sea: ""Off…",1353955206979964928,1,0,0,0,0,0,0,0,1,0
1097,retweet  wuhan doctor  china authorities stopped me sounding alarm on coronavirus ,RT @EvanKirstel: Wuhan doctor: China authorities stopped me sounding alarm on Covid https://t.co/YzGkki3SGE,1353962319080919041,0,0,0,0,1,0,1,0,0,0
1098,china s peak lunar new year air travel season fizzles as coronavirus cases rise  ,China's peak Lunar New Year air travel season fizzles as COVID cases rise https://t.co/Cmy3rW2GCg https://t.co/goxWbe6hYD,1353979011530018821,0,0,0,0,0,0,0,0,1,0
1099,retweet  foreign firms are continuing to invest in china as it remains a resilient economy and maintains growth amid the  coronavirus pandem…,RT @XHNews: Foreign firms are continuing to invest in China as it remains a resilient economy and maintains growth amid the #COVID19 pandem…,1353980365812101121,1,0,0,0,0,0,0,0,1,0
1100,"china reports a drop in additional cases of coronavirus
","China Reports a Drop in Additional Cases of COVID-19
https://t.co/5MoX9s5vrs",1353980975118749697,0,0,0,0,0,0,0,0,1,0
1101,china testing for coronavirus with anal swabs  where virus may survive longer ,"China Testing For COVID-19 With Anal Swabs, Where Virus May Survive Longer https://t.co/NUNGbeIBwG",1353985288821903361,0,0,0,0,0,0,0,1,1,0
1102, china wanted to show off its vaccines  it is backfiring   by sui lee wee via nyt ,"""China Wanted to Show Off Its Vaccines. It’s Backfiring."" by Sui-Lee Wee via NYT https://t.co/n5lywcmSrn",1353985905598607360,0,0,0,0,0,0,1,1,1,0
1103,"retweet   antisemitism
despite the fact that health authorities the world over unanimously agree that coronavirus originated in china 
an…","RT @amjadt25: #Antisemitism
Despite the fact that health authorities the world over unanimously agree that COVID-19 originated in China,
an…",1354019300198076417,0,0,0,0,0,0,1,1,0,0
1104,china s peak lunar new year air travel season fizzles as coronavirus cases rise  jakpost ,China's peak Lunar New Year air travel season fizzles as COVID cases rise #jakpost https://t.co/W2bzMJCLjN,1354029944024784896,0,0,0,0,0,0,0,0,1,0
1105,retweet   china wants to lead the global recovery from the pandemic and become more influential on the world stage than ever before  it mi…,"RT @cnni: ""China wants to lead the global recovery from the pandemic and become more influential on the world stage than ever before. It mi…",1354032534242246656,1,0,0,0,0,0,0,1,0,0
1106,retweet  as the corona corruption reaches new heights  the people react   there was always gonna be a price for adopting chinese communist party china l…,"RT @FatEmperor: As the Corona Corruption reaches new heights, the people react - there was always gonna be a price for adopting CCP China L…",1354033082022588417,0,0,0,0,0,0,1,0,0,0
1107,"retweet     will not blame communist china for coronavirus  

now we know why  ","RT @RichardGrenell: . @JoeBiden won’t blame Communist China for Covid. 

Now we know why. https://t.co/3afKw4VBke",1316971606141534208,0,0,0,0,0,0,0,1,0,1
1108,  they even say that it was not coronavirus that caused death  completely removing china from the responsibility ,"@Borch1260 @MaddowBlog They even say that it was not COVID that caused death, completely removing China from the responsibility.",1316973942691799040,0,0,0,0,0,0,1,1,0,0
1109,retweet  threat from  china is real  we allowed chinese communist party to walk all over us   us secretary of    …,"RT @TibetPeople: Threat from #China is real, we allowed #CCP to walk all over us: #US Secretary of @StateDept  @SecPompeo https://t.co/BdxG…",1316986011704963077,0,0,0,0,0,0,1,1,0,0
1110,"retweet  you may not know but   
we have all the box checked 
1 bitmex fud
2 china fud
3 coronavirus fud
4                 we are done wi…","RT @cryptomocho: you may not know but ..
we have all the box checked 
1 bitmex fud
2 china fud
3 covid fud
4 ............... we are done wi…",1317024860858544129,0,0,0,0,0,0,1,0,0,1
1111,new virus discovered in china   sads cov  different strain of coronavirus that makes pigs vomit  can spread to humans    it attacks the gastrointestinal tract rather than the respiratory system  causing uncontrollable diarrhea  face screaming in fear,"New virus discovered in China : SADS-CoV. Different strain of coronavirus that makes pigs vomit 'can spread to humans' https://t.co/b7APwqoVIQ ""It attacks the gastrointestinal tract rather than the respiratory system, causing uncontrollable diarrhea"" 😱",1317029340547174400,0,0,0,0,1,0,0,0,0,1
1112,retweet  china s guangzhou reports 1 asymptomatic  coronavirus case  who is a worker at a designated quarantine hotel for inbound travelers…,"RT @XHNews: China's Guangzhou reports 1 asymptomatic #COVID19 case, who is a worker at a designated quarantine hotel for inbound travelers…",1317031305377239040,0,0,0,0,0,0,0,0,1,0
1113,china s qingdao coronavirus cluster traced back to two dock workers  officials say ,"China's Qingdao Covid cluster traced back to two dock workers, officials say https://t.co/FM5sKZ41h6",1317038521996238848,0,0,0,0,0,0,0,1,1,0
1114,retweet    is china using a vaccine already ,RT @mo_musing: @JonathanEmont @GhoshAmitav Is China using a vaccine already?,1317048437012000768,0,0,0,0,0,0,1,1,0,0
1115,retweet   barron trump  you know  he had the corona 19   says   he had the china virus  he had it such a short period of time i do…,"RT @W7VOA: ""Barron Trump, you know, he had the Corona 19,"" says @POTUS. ""He had the China virus. He had it such a short period of time I do…",1317049439127654400,0,0,0,0,0,0,1,1,0,0
1116,retweet  serological evidence of bat  sars related coronavirus infection in humans  china  …,"RT @Smackenziekerr: Serological Evidence of Bat #SARS-Related Coronavirus Infection in Humans, China https://t.co/om127ffznT https://t.co/d…",1317060723109851137,0,0,0,0,0,0,0,1,1,0
1117,retweet  serological evidence of bat  sars related  coronavirus infection in humans  china   …,"RT @Smackenziekerr: Serological Evidence of Bat #SARS-Related #Coronavirus Infection in Humans, China https://t.co/om127ffznT https://t.co/…",1317060736464506880,0,0,0,0,0,0,0,1,1,0
1118,check out my latest article  sweet quarantine   china lockdown day 5  via ,Check out my latest article: Sweet Quarantine - China Lockdown Day 5 https://t.co/b2g0wEO0hs via @LinkedIn,1317106745316052996,1,0,0,0,0,0,0,0,0,1
1119,retweet  china will teach us how to fight ‘terrorism and separatism’  china will teach us that right to pork  to  party controll…,"RT @SariArhoHavren: China will teach us how to fight ‘terrorism and separatism’. China will teach us that right to pork, to (party controll…",1317138914390339584,0,0,0,0,0,0,1,1,0,1
1120,"retweet  congratulation to president xi jinping on flag  China china s election to the u n  human rights council 

credentials  herded 1 mil…","RT @HillelNeuer: Congratulation to President Xi Jinping on 🇨🇳 China's election to the U.N. Human Rights Council.

Credentials: Herded 1 mil…",1317164134618726400,0,1,0,0,0,0,0,0,1,0
1121,retweet  president  acted quickly to respond to the coronavirus by banning travel from china  we are fortunate to h…,RT @DebbieLesko: President @realDonaldTrump acted quickly to respond to the Coronavirus by banning travel from China. We are fortunate to h…,1317200996968263680,1,1,0,0,0,0,0,0,0,0
1122,retweet   i am moving heaven and earth to safeguard our seniors from the china virus  to deliver life saving therapies in record tim…,"RT @WhiteHouse: ""I am moving heaven and earth to safeguard our seniors from the China Virus, to deliver life-saving therapies in record tim…",1317243516796334080,1,1,0,0,0,0,0,0,0,0
1123,"retweet  ask yourself why  will not blame china for coronavirus   when even 17 us intelligence agencies confirmed it   

corr…","RT @RichardGrenell: Ask yourself why @JoeBiden won’t blame China for Covid 19 - when even 17 US intelligence agencies confirmed it?! 

Corr…",1317260876722827265,0,0,0,0,0,0,1,1,0,0
1124,retweet  outta  sdny coronavirus confrontation dr raghavan   blanks on  cameroon amid censorship after proved cefc china ener…,"RT @innercitypress: outta #SDNY Covid confrontation Dr Raghavan, @WFPchief blanks on #Cameroon amid censorship after proved CEFC China Ener…",1317318081845157889,0,0,0,0,0,0,1,0,1,0
1125,    i live in indo where stranded chinese were issued humanitarian viruses late jan ny  i am in china often  amp  follow several issues closely  virus response  amp  media coverage was a breath of fresh air  amp  akin to  time travel v western countries  nobody needed cia fbi just internet  grr ,@swedentim @pejvak92 @mikepompeo @wolfblitzer I live in Indo where stranded Chinese were issued humanitarian viruses late Jan/NY. I’m in China often &amp; follow several issues closely. Virus response &amp; media coverage was a breath of fresh air &amp; akin to  time travel v Western countries. Nobody needed CIA/FBI just internet..GRR!,1313368784195874816,0,0,0,0,0,0,0,0,0,0
1126,retweet  coronavirus whistleblower s mother reportedly arrested in china ,RT @zerohedge: COVID Whistleblower's Mother Reportedly Arrested In China https://t.co/czCseF86GL,1313369558539878401,0,0,0,0,0,0,0,0,1,0
1127,"retweet  flashback to february  indonesian health minister says indonesia is ready to help china fight the coronavirus pandemic  

since t…","RT @Expat_Indo: Flashback to February: Indonesian Health Minister says Indonesia is ready to help China fight the Covid pandemic. 

Since t…",1313397285703741442,0,0,0,0,0,0,0,0,1,0
1128,some suspected trump of using vaccine from china ,Some suspected Trump of using vaccine from China https://t.co/vueSXUzWkA,1313407887671132161,0,0,0,0,0,0,0,1,1,0
1129," live broadcast 
online seminar series  asia center terakoya   3   filmmaking in the time of coronavirus  case studies from japan  indonesia and china  
 
more info and details  
 
","[LIVE BROADCAST]
Online Seminar Series ""Asia Center TERAKOYA"" #3 - Filmmaking in the Time of COVID-19: Case studies from Japan, Indonesia and China. 
.
More info and details: 
https://t.co/In75oP3xIH 
https://t.co/In75oP3xIH",1313413884011716610,0,0,0,0,0,0,0,0,1,0
1130,retweet  suddenly it is the coronavirus and not the china virus  suddenly we are all in this together  suddenly the republican party…,RT @StefanoChase: Suddenly it’s the Coronavirus and not the China Virus. Suddenly we’re all in this together. Suddenly the Republican party…,1313424312355876870,0,0,0,0,0,0,1,0,0,1
1131,retweet  if we do not now impose costs on  china for spreading  coronavirus beyond its borders  beijing will think it can spread the n…,"RT @GordonGChang: If we do not now impose costs on #China for spreading #COVID19 beyond its borders, Beijing will think it can spread the n…",1313465675659186176,0,0,0,0,0,0,1,1,0,0
1132,"retweet  did you know that flag  China china is the main eu trade partner for the import of face masks red question mark

flag  China china supplied 92  of f…","RT @EU_Eurostat: Did you know that 🇨🇳 China is the main EU trade partner for the import of face masks ❓#COVID19

🇨🇳 China supplied 92% of f…",1313492301675737088,0,0,0,0,0,0,0,1,1,0
1133,retweet  despite china’s shift to a more aggressive style of diplomacy  attitudes toward beijing have plummeted during the pandem…,"RT @ForeignPolicy: Despite China’s shift to a more aggressive style of diplomacy, attitudes toward Beijing have plummeted during the pandem…",1313619032507998208,0,0,0,0,0,0,1,1,1,0
1134,"efek sila1   bgs jin luasa merasuk bangsa rondepertama corona quan im dari china where are you going to life  ibubapakkota continue to greet   the capital of any country they are in live  generasillahi hidup qiblatdunia life  bapakkota life indonesiaraya  
 ","efek#sila1!? bgs Jin luasa merasuk bangsa rondePertama Corona/Quan im dari China where are you going to life #IbuBapakkota continue to greet # the capital of any country they are in Live #Generasillahi Hidup QiblatDunia Life #Bapakkota Life IndonesiaRaya  
https://t.co/avPGbTsI2e https://t.co/LpDiRVPwNt",1313664091970445312,1,0,0,0,0,0,0,0,0,0
1135,"retweet  this is just proof that brainwashing your population with nonstop imperial propaganda works 

china was one of the most…","RT @BenjaminNorton: This is just proof that brainwashing your population with nonstop imperial propaganda works.

China was one of the most…",1313664121846427649,0,0,0,0,0,0,1,1,0,0
1136,retweet  china has joined the global coronavirus vaccine initiative known as covax  becoming the biggest economy to date to pledge support…,"RT @Reuters: China has joined the global COVID-19 vaccine initiative known as COVAX, becoming the biggest economy to date to pledge support…",1314433194880450562,0,1,0,0,0,0,0,0,1,0
1137,"china participates in the joint purchase of the corona vaccine 

  bizbridge  coronavirus  china  japan  health  vaccines  international","China participates in the joint purchase of the corona vaccine.

https://t.co/JjamYUyvj3 #Bizbridge #COVID19 #China #Japan #Health #vaccines #International",1314434005819777024,0,0,0,0,0,0,0,0,1,0
1138,retweet  china joins covax initiative for coronavirus vaccine distribution  ,RT @Reuters: China joins COVAX initiative for COVID-19 vaccine distribution https://t.co/MWkk4IPO41 https://t.co/WoTODXT9Ln,1314434577184686080,0,0,0,0,0,0,0,0,1,0
1139,retweet  covax  coronavirus vaccine global effort gets china s support ,RT @guardian: Covax: Covid vaccine global effort gets China's support https://t.co/UAA2h6kYAe,1314436377635778560,1,1,0,0,0,0,0,1,0,0
1140,retweet  the unprecedented challenge that  coronavirus poses to  asean plus china  japan  and korea further underscores the importan…,"RT @ChinaPlusNews: The unprecedented challenge that #COVID-19 poses to #ASEAN plus China, Japan, and Korea further underscores the importan…",1314452583184887811,0,0,0,0,0,0,0,1,1,0
